date,day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 9:15 AM - 9:30 AM",Welcome to Singapore FinTech Festival 2026,Festival Stage,"Hall 1, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND441-welcome-to-singapore-fintech-festival-2026
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:00 PM - 2:30 PM","Can Regulation Be Written Into Money Itself? The Case for Rules in the Rails, Tokenized Deposits & Conditional Money",Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Tokenised deposits and conditional money take the programmability idea one layer deeper. They pilot whether settlement, eligibility and compliance can be embedded directly in the money rather than enforced around it. That raises a regulatory question few frameworks have caught up with: who is liable when the rule embedded in the transaction, not a human decision, turns out to be wrong. This discussion examines how the embedded-rules approach works in practice, and what it removes from the compliance function. It also looks at what new failure modes this introduces once the rule is baked into the transfer rather than checked afterwards. Attendees leave with a clearer view of where this model is genuinely ready, and where regulators are still working out how to hold it accountable. One key question the discussion will dive into: if compliance is embedded in the money itself, who is accountable when the embedded rule is wrong.",代幣化存款與條件式貨幣把可程式化的概念再往下推一層：它們試驗結算、資格與法遵能否直接嵌入貨幣本身，而不是在外圍執行。這帶出一個少有框架跟得上的監理問題——當出錯的是嵌在交易裡的規則、而非某個人的決定時，責任該由誰承擔。本場討論檢視這種「規則內嵌」的做法在實務上如何運作、它從法遵職能中拿掉了什麼，以及當規則被烤進轉帳本身、而不是事後查核時，會帶來哪些新的失效模式。與會者將更清楚這個模式在哪裡確實已經就緒，而監理機關又還在哪些地方摸索如何究責。討論將深入的一個關鍵問題：如果法遵嵌在錢裡面，當那條內嵌的規則出錯時，該由誰負責？,https://www.fintechfestival.sg/agenda?session=AGND390-can-regulation-be-written-into-money-itself-the-case-for-rules-in-the-rails-tokenized-deposits-conditional-money
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:00 PM - 2:15 PM",AI is Redefining Headcount: Human-and-Agent Teams and the New Career Ladder,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Inside the fastest-moving institutions, flatter hierarchies and human-and-agent teams are already becoming the norm. This is happening well ahead of any settled definition of what ""headcount"" even means once software sits inside the org chart. This discussion looks at how career ladders are being redrawn as agents absorb parts of entry-level and mid-tier work. It also looks at what that does to how people are hired, promoted and measured. Participants leave with a practical view of which structures are already working and which are still being improvised. The key question underneath it all: can career ladders and headcount definitions be redesigned before human-and-agent teams become the default rather than the exception.",在腳步最快的機構裡，扁平化的層級與人機協作團隊已逐漸成為常態——而這一切發生得遠早於「當軟體進入組織圖之後，人力編制到底是什麼」有任何定論。本場討論探討當代理程式吸收掉部分初階與中階工作時，職涯階梯如何被重新繪製，以及這對人員的招募、升遷與考核有什麼影響。與會者將務實看出哪些結構已經行得通、哪些還在且戰且走。底層的關鍵問題是：在人機協作團隊從例外變成預設之前，職涯階梯與人力編制的定義來得及重新設計嗎？,https://www.fintechfestival.sg/agenda?session=AGND366-ai-is-redefining-headcount-human-and-agent-teams-and-the-new-career-ladder
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:00 PM - 2:15 PM","Programmable Money: Value Can Increasingly Carry Instructions, Conditions and Compliance Wherever It Moves",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Tokenised deposits and purpose-bound money are being piloted from Singapore to Australia. These pilots are testing whether commercial-bank money can carry its own settlement, eligibility and compliance rules, rather than having them enforced around it afterwards. For CXOs, this is a build decision with long-term consequences: what to run at scale, and what stays a controlled pilot. This discussion looks at what that programmability layer actually requires under the hood, and how far institutions are from running it at scale. Attendees leave understanding the practical difference between value that follows rules and value that is simply monitored. One key question the discussion will dive into: does programmable money increase trust, or does it just create a new kind of control over economic activity.",從新加坡到澳洲，代幣化存款與限定用途貨幣正在進行試點，測試商業銀行貨幣能否自行帶著結算、資格與法遵規則，而不是事後在外圍執行。對高階主管而言，這是一個影響深遠的建置決定：什麼該大規模上線，什麼該留在受控試點。本場討論探討這層可程式化在底層究竟需要什麼，以及機構距離大規模運行還有多遠。與會者將理解「會遵循規則的價值」與「只是被監控的價值」，實務上差別何在。討論將深入的一個關鍵問題：可程式化貨幣是提升了信任，還是只是創造出一種對經濟活動的新控制手段？,https://www.fintechfestival.sg/agenda?session=AGND418-programmable-money-value-can-increasingly-carry-instructions-conditions-and-compliance-wherever-it-moves
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:15 PM - 2:45 PM","What It Will Take to Move Cross-Border Tokenization From Proof-of-Concept to Production, Including Settlement Layers, Legal Frameworks and Interoperable Standards",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Cross-border tokenisation has proven itself in pilots. Production requires settlement layers, legal frameworks and interoperable standards that no single jurisdiction can build alone. That raises a sequencing question: which markets to prioritise, and which standards to build toward before the rules fully settle. This discussion maps what is actually missing between proof-of-concept and live cross-border deployment, and which institutions and regulators are closest to closing the gap. The audience leaves with a clearer sense of the sequencing required before tokenised assets can move across borders as routinely as payments do today. One key question the discussion will dive into: is cross-border tokenisation stalled by the technology, or by which jurisdiction is willing to move first.",跨境代幣化已在試點階段證明可行，但要進入量產，需要結算層、法律框架與可互通標準——而這些沒有任何單一司法管轄區能獨力建成。這帶出一個先後次序的問題：該優先耕耘哪些市場，又該在規則完全底定之前，朝哪些標準靠攏。本場討論盤點從概念驗證到實際跨境上線之間究竟還缺什麼，以及哪些機構與監理機關最接近補上這道缺口。聽眾將更清楚在代幣化資產能像今日支付一樣稀鬆平常地跨境流動之前，需要什麼樣的推進順序。討論將深入的一個關鍵問題：跨境代幣化卡住的原因是技術，還是「哪個司法管轄區願意先動」？,https://www.fintechfestival.sg/agenda?session=AGND419-what-it-will-take-to-move-cross-border-tokenization-from-proof-of-concept-to-production-including-settlement-layers-legal-frameworks-and-interoperable-standards
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:15 PM - 2:45 PM",Built to Bank: Who Builds the Bank's Own LLM? The talent Race Behind Domain AI,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"The build-versus-buy decision on domain AI made this year will shape everything built on top of it for years. Yet few institutions have the specialist bench to make that call with confidence. This discussion gets into who has the skills to build a bank's own large language model in-house. It also looks at where that expertise is currently concentrated, and where it needs to spread. Attendees leave knowing what a credible in-house AI team actually looks like today. The underlying pressure: the domain-AI talent race is moving faster than most institutions' hiring and build decisions can keep up with.",今年做下的領域 AI 自建或外購決定，將形塑其上數年間建造的一切——但少有機構具備足夠的專才陣容，能有把握地做出這個判斷。本場討論深入探討：誰有能力在自家內部打造銀行專屬的大型語言模型，這些專業目前又集中在哪裡、需要往哪裡擴散。與會者將了解今天一支可信的自建 AI 團隊實際上長什麼樣子。底層的壓力在於：領域 AI 的人才競賽，跑得比多數機構的招募與建置決策還快。,https://www.fintechfestival.sg/agenda?session=AGND367-built-to-bank-who-builds-the-banks-own-llm-the-talent-race-behind-domain-ai
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:30 PM - 2:45 PM","Programmable Money: The Implications Reach Past Payments Into Trade, Capital Markets, Public Finance and Economic Policy",Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Programmable money was designed to solve a payments problem. But the same properties, conditions, instructions and compliance logic attached to value, apply just as well to tax collection, subsidy distribution and public finance. Once policymakers start treating it as general-purpose infrastructure rather than a payments feature, the questions shift from technical to political: who sets the conditions, and whose policy priorities get written into the code. This short discussion frames how far the implications of programmable money actually reach, and sets up the broader economic-policy conversation for the sessions that follow. One key question the discussion will dive into: could programmable money end up redefining taxation, subsidies and cross-border commerce, not just payments.",可程式化貨幣原本是為了解決支付問題而設計的，但同樣的性質——附著在價值上的條件、指令與法遵邏輯——也同樣適用於稅收、補貼發放與公共財政。一旦政策制定者開始把它視為通用基礎建設、而非一項支付功能，問題就會從技術轉向政治：由誰設定條件，以及誰的政策優先順序被寫進程式碼。這場簡短討論勾勒可程式化貨幣的影響實際延伸到多遠，並為後續場次更廣泛的經濟政策對談鋪路。討論將深入的一個關鍵問題：可程式化貨幣最終會不會重新定義的不只是支付，還包括課稅、補貼與跨境商務？,https://www.fintechfestival.sg/agenda?session=AGND391-programmable-money-the-implications-reach-past-payments-into-trade-capital-markets-public-finance-and-economic-policy
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:45 PM - 3:15 PM","Will Regulation Increasingly Be Enforced Through Software Rather Than Supervision, and What Happens When the Code Is Wrong?",Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Regulators have traditionally supervised financial activity after the fact, through reporting, audits and inspections. Programmable money changes that: it makes it possible to enforce a rule the moment a transaction is attempted, rather than checking it afterwards. That shift moves power away from supervisors and toward whoever writes the rule into the code in the first place. This discussion explores what that means for regulators, institutions and the people writing those rules, and what embedded enforcement demands of governance as a result. Participants leave with a sharper sense of where software-enforced compliance is heading. One key question the discussion will dive into: will regulation increasingly be enforced through software rather than supervision, and what happens when the code is wrong.",監理機關傳統上是透過申報、稽核與檢查，事後監督金融活動。可程式化貨幣改變了這一點：它讓規則可以在交易被發動的當下就強制執行，而不是事後查核。這個轉變把權力從監督者手中，移向最初把規則寫進程式碼的人。本場討論探討這對監理機關、機構，以及書寫這些規則的人意味著什麼，以及內嵌式執法因此對治理提出了什麼要求。與會者將更清楚由軟體執行的法遵正走向何方。討論將深入的一個關鍵問題：監理會不會愈來愈透過軟體、而非監督來執行？而當程式碼寫錯時，會發生什麼事？,https://www.fintechfestival.sg/agenda?session=AGND392-will-regulation-increasingly-be-enforced-through-software-rather-than-supervision-and-what-happens-when-the-code-is-wrong
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:45 PM - 3:15 PM","When Deposits, Stablecoins and Tokenized Assets All Compete as ""Money"", Which One Wins the Balance Sheet, and Whose Balance Sheet Does It Sit On?",,,,Technological Rewiring,,,,https://www.fintechfestival.sg/agenda?session=AGND420-when-deposits-stablecoins-and-tokenized-assets-all-compete-as-%22money%22-which-one-wins-the-balance-sheet-and-whose-balance-sheet-does-it-sit-on
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 2:45 PM - 3:15 PM",What New Institutions Will Emerge to Certify Authenticity in Digital Finance?,Catalyst Stage,"Hall 3, Singapore Expo",Open,Geopolitical Rewiring,,"Trust is becoming the scarcest resource in finance. AI-generated identities, synthetic data and manufactured evidence are multiplying faster than the tools built to catch them. This discussion examines what it actually takes to make identity, transactions and provenance verifiable by design, rather than assumed on trust. It also looks at who is best placed to stand behind that verification, at a moment when no single jurisdiction can set that standard alone. Attendees leave with a view of where new certifying bodies are likely to emerge, and which existing institutions, national or international, are best placed to take on that role instead. One key question the discussion will dive into: what new institutions will emerge to certify authenticity in digital finance, and who gets to decide.",信任正成為金融業最稀缺的資源。AI 生成的身分、合成資料與偽造證據，增生的速度快過用來揪出它們的工具。本場討論檢視要讓身分、交易與來源「從設計上就可驗證」、而不是預設可信，實際需要什麼，並探討在沒有任何單一司法管轄區能獨力訂定標準的此刻，誰最適合為這份驗證背書。與會者將了解新的認證機構可能從哪裡冒出來，又有哪些既有的國內或國際組織更適合承接這個角色。討論將深入的一個關鍵問題：數位金融的真偽認證會出現什麼樣的新機構，而由誰來決定？,https://www.fintechfestival.sg/agenda?session=AGND368-what-new-institutions-will-emerge-to-certify-authenticity-in-digital-finance
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 3:15 PM - 4:30 PM",PolyFinTech100 API Hackathon,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Automation and AI are redefining which roles an economy needs. This is happening at the exact moment education and training systems are struggling to keep pace. Governments are left managing rising unemployment and widening skills shortages at the same time. This discussion looks at what reskilling and job redesign need to look like to keep an entire generation inside the workforce rather than locked out of it. It leaves the audience with concrete examples of where public-private reskilling models are actually working. One key question the discussion will dive into: can reskilling keep pace with automation, or will a generation of entry-level roles disappear before it does.",自動化與 AI 正在重新定義一個經濟體需要哪些職位，而這恰好發生在教育與訓練體系難以跟上的時刻，政府因此得同時應付攀升的失業率與擴大的技能缺口。本場討論探討再培訓與職務再設計該長什麼樣子，才能把整個世代留在勞動市場內、而不是被排除在外，並提供公私協力再培訓模式真正見效的具體案例。討論將深入的一個關鍵問題：再培訓跟得上自動化嗎？還是一整個世代的初階職位會先消失？,https://www.fintechfestival.sg/agenda?session=AGND363-polyfintech100-api-hackathon
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 3:15 PM - 3:30 PM",Digital Public Infrastructure: Framing the Ownership Debate,Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Payment rails, identity systems and data-exchange infrastructure used to sit inside proprietary platforms. Increasingly, they are being built and run as open, shared public goods instead. That shift raises a policy question with no settled answer yet: who is accountable for infrastructure nobody owns outright. This short discussion frames the resulting ownership debate: whether treating core financial infrastructure as open source genuinely builds resilience, or simply moves systemic risk somewhere harder to see and govern. It sets the terms for the fuller debate on ownership that follows. One key question the discussion will dive into: does treating infrastructure as open source build resilience, or does it just move the systemic risk somewhere less visible.",支付軌道、身分系統與資料交換基礎建設過去多半座落在專有平台之內，如今卻愈來愈常以開放共享的公共財形式建置與營運。這個轉變帶出一個尚無定論的政策問題：沒有人完全擁有的基礎建設，該由誰負責。這場簡短討論勾勒隨之而來的所有權辯論：把核心金融基礎建設當成開源，究竟是真的強化了韌性，還是只是把系統性風險搬到更難看見、更難治理的地方。它為後續更完整的所有權辯論定調。討論將深入的一個關鍵問題：把基礎建設當成開源會建立韌性，還是只是把系統性風險移到更不顯眼的地方？,https://www.fintechfestival.sg/agenda?session=AGND393-digital-public-infrastructure-framing-the-ownership-debate
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 3:15 PM - 3:30 PM",Open Source and Digital Public Infrastructure,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Policy Rewiring,,"Some of the most important financial infrastructure now under discussion may end up as a public good rather than a proprietary platform. That reshapes decades of assumptions about ownership and competition. For policymakers, this raises a question with no settled precedent: who is accountable for infrastructure that no single institution owns. This short opening frames why open-source and digital public infrastructure are moving up the agenda, setting up the deeper conversation that follows. Attendees leave with a working sense of what is actually at stake in the ownership question. One key question the discussion will dive into: is competitive advantage shifting from owning infrastructure to building on top of shared infrastructure someone else controls.",目前討論中最重要的一些金融基礎建設，最終可能會成為公共財、而非專有平台，這將重塑數十年來關於所有權與競爭的假設。對政策制定者而言，這帶出一個沒有成例可循的問題：沒有任何單一機構擁有的基礎建設，該由誰負責。這場簡短開場說明為什麼開源與數位公共基礎建設在議程上的位置不斷上升，為後續更深入的對談鋪路。與會者將實際掌握所有權問題的核心利害所在。討論將深入的一個關鍵問題：競爭優勢是否正從「擁有基礎建設」轉向「在別人掌控的共享基礎建設之上建造」？,https://www.fintechfestival.sg/agenda?session=AGND421-open-source-and-digital-public-infrastructure
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 3:30 PM - 4:00 PM",Can Digital Public Infrastructure Become a New Form of Economic Diplomacy?,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Policy Rewiring,,"Digital public infrastructure built for payments and identity at national scale is starting to cross borders. That shift turns technical rails into a tool of statecraft, rather than domestic delivery alone. For policymakers, this raises questions that go beyond interoperability: whose standards travel, and what obligations come attached when infrastructure crosses a border. This discussion examines how governments are using shared infrastructure to extend influence and build cooperation beyond their own borders, and what that means for institutions operating across those corridors. Attendees leave with a sharper read on which infrastructure partnerships carry geopolitical weight, not just technical convenience. One key question the discussion will dive into: can digital public infrastructure become a new form of economic diplomacy.",為全國規模的支付與身分而建的數位公共基礎建設，開始跨出國界，讓技術軌道從單純的境內服務，變成一種治國工具。對政策制定者而言，這帶出超越互通性的問題：誰的標準得以流通，以及基礎建設跨越國界時附帶了什麼義務。本場討論檢視各國政府如何運用共享基礎建設，把影響力與合作延伸到自身疆界之外，以及這對在這些走廊上營運的機構意味著什麼。與會者將更敏銳地判斷，哪些基礎建設夥伴關係帶有地緣政治份量，而不只是技術上的便利。討論將深入的一個關鍵問題：數位公共基礎建設能不能成為一種新形態的經濟外交？,https://www.fintechfestival.sg/agenda?session=AGND422-can-digital-public-infrastructure-become-a-new-form-of-economic-diplomacy
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 3:30 PM - 4:00 PM","Should Critical Financial Infrastructure Belong to Markets, Governments, or Communities?",Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Digital public infrastructure is forcing a genuine rethink of who should own the rails that a country's payments, identity and data exchange run on. For decades, ownership was assumed to sit naturally with the private sector or the state. That assumption is now breaking down as the underlying technology itself changes what ownership can look like, from centralised systems to distributed, community-governed models. This discussion debates the alternative models on the table, from government-run utilities to community-governed commons, and what each implies for competition, investment and accountability. The audience leaves with a clearer view of which ownership model actually fits their own market's stage of development. One key question the discussion will dive into: should critical financial infrastructure belong to markets, governments, or communities.",數位公共基礎建設正迫使各界真正重新思考：一個國家的支付、身分與資料交換所依賴的軌道，究竟該由誰擁有。數十年來，所有權被理所當然地認為屬於民間部門或國家，而隨著底層技術本身改變了所有權的可能樣貌——從中心化系統到分散式、社群治理的模式——這個假設正在瓦解。本場討論辯論檯面上的各種替代模式，從政府經營的公用事業到社群治理的公共財，以及每一種對競爭、投資與問責分別意味著什麼。聽眾將更清楚哪一種所有權模式，真正契合自己市場的發展階段。討論將深入的一個關鍵問題：關鍵金融基礎建設該屬於市場、政府，還是社群？,https://www.fintechfestival.sg/agenda?session=AGND394-should-critical-financial-infrastructure-belong-to-markets-governments-or-communities
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 4:00 PM - 4:30 PM",Layers of Trust: Can Trust Become Programmable?,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Policy Rewiring,,"As AI-generated identities and synthetic data spread across financial services, trust itself is becoming the scarcest resource. Assumed authenticity is no longer a safe default for institutions or their customers. For policymakers, this raises a question no existing framework fully answers: who has the authority to certify what is real. This discussion looks at technologies that make identity, transactions and provenance verifiable by design, and at what new institutions might need to exist purely to certify that authenticity. The audience leaves with a clearer sense of where verification, not speed or intelligence, is becoming the real competitive edge. One key question the discussion will dive into: can trust become programmable.",隨著 AI 生成的身分與合成資料在金融服務業擴散，信任本身正成為最稀缺的資源；對機構與其客戶而言，「預設為真」已不再是安全的起點。對政策制定者來說，這帶出一個現有框架都無法完整回答的問題：誰有權認證什麼是真的。本場討論探討讓身分、交易與來源在設計上就可驗證的技術，以及可能需要有哪些新機構，單純為了認證這份真實性而存在。聽眾將更清楚真正的競爭優勢正轉向「驗證能力」，而不是速度或智慧。討論將深入的一個關鍵問題：信任能不能被程式化？,https://www.fintechfestival.sg/agenda?session=AGND423-layers-of-trust-can-trust-become-programmable
2026-11-19,"Thu, 19 Nov","Thu, 19 Nov | 4:00 PM - 4:30 PM","Agentic Commerce: Identity, Mandate, Micro-Transactions",Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"The infrastructure for AI-initiated payments is already live: signed proof of intent, one-time credentials, machine-to-machine micropayments. This is well ahead of the trust needed for people to actually rely on it. The underlying technology has moved faster than the systems built to verify who, or what, is actually authorising a payment. This discussion examines the identity and mandate questions that come with letting an agent spend on someone's behalf, and where the data trail ends up. Attendees leave with a sharper view of the gap between what agentic commerce can already do and what still needs trust before it scales. One key question the discussion will dive into: as agentic commerce leaves a richer data trail, who owns that data exhaust, the bank, the platform, or the customer.",AI 發動支付的基礎建設已經上線：帶簽章的意圖證明、一次性憑證、機器對機器的微支付——而這遠遠跑在「人們真的願意依賴它」所需的信任之前。底層技術的演進速度，快過用來驗證「究竟是誰、或什麼在授權這筆支付」的系統。本場討論檢視讓代理程式代人花錢所衍生的身分與授權問題，以及資料軌跡最後流向何處。與會者將更清楚代理式商務「已經做得到的事」與「規模化之前仍需建立的信任」之間，落差有多大。討論將深入的一個關鍵問題：當代理式商務留下愈來愈豐富的資料軌跡，這些資料排放物歸誰所有——銀行、平台，還是客戶？,https://www.fintechfestival.sg/agenda?session=AGND395-agentic-commerce-identity-mandate-micro-transactions
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 9:15 AM - 9:30 AM",Welcome to Singapore FinTech Festival 2026 - Day 3,Festival Stage,"Hall 1, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND443-welcome-to-singapore-fintech-festival-2026-day-3
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 9:30 AM - 9:50 AM",The Last Generation of Jobs?,Festival Stage,"Hall 1, Singapore Expo",Premium,Talent Rewiring,,"Automation is changing which jobs an economy needs, faster than education and training systems can keep up, leaving governments to face rising unemployment and skills shortages together. This discussion looks at what reskilling and job redesign need to look like to keep young workers in the workforce, pointing to public-private models that are already working. Attendees leave with a clearer read on how to hold a generation inside the workforce.
The key question the discussion looks to answer: can reskilling keep pace with automation, or does a generation of entry-level jobs disappear first?","自動化正在改變一個經濟體需要哪些工作，而速度快過教育與訓練體系所能跟上，政府因此得同時面對攀升的失業率與技能短缺。本場討論探討再培訓與職務再設計該長什麼樣子，才能把年輕工作者留在勞動市場內，並指出已經見效的公私協力模式。與會者將更清楚該如何把一個世代留在勞動市場裡。
討論想回答的關鍵問題：再培訓跟得上自動化嗎？還是一整個世代的初階工作會先消失？",https://www.fintechfestival.sg/agenda?session=AGND344-the-last-generation-of-jobs
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 9:50 AM - 10:10 AM","The Capital Rewiring: Great Capital Reallocation - The Breakages, the Flows and Deployment",Festival Stage,"Hall 1, Singapore Expo",Premium,Capital Rewiring,,"Capital no longer moves evenly, it's repricing and clustering hard around AI, energy transition, and a handful of high-growth emerging markets. This keynote traces where that reallocation is actually landing and what it takes to be investment-ready enough to capture it. Attendees leave with a sharper read on which sectors and regions are pulling capital away from its old defaults. The key question it looks to answer: can institutions reorganise as fast as capital is moving, or does timing become the real bottleneck?",資本不再均勻流動——它正在重新定價，並向 AI、能源轉型以及少數幾個高成長新興市場強力聚集。這場主題演講追蹤這場資本重新配置實際落到了哪裡，以及要「夠格接住它」需要什麼樣的投資準備度。與會者將更敏銳地判斷，哪些產業與地區正把資本從過去的預設去處拉走。它想回答的關鍵問題是：機構重組的速度，跟得上資本移動的速度嗎？還是時機本身才是真正的瓶頸？,https://www.fintechfestival.sg/agenda?session=AGND345-the-capital-rewiring-great-capital-reallocation-the-breakages-the-flows-and-deployment
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 10:10 AM - 10:40 AM",The Evolution of the Investor Thesis: Regional Perspectives and Opening Up Access to Capital,Festival Stage,"Hall 1, Singapore Expo",Premium,Capital Rewiring,,"Investment theses are being rebuilt from scratch, not just tweaked at the edges. What counts as credible is shifting fastest toward AI, energy transition, and high-growth emerging markets, pushing allocators and founders to question assumptions they've relied on for years. The discussion works through how access to capital is opening up, or staying closed, depending on geography and sector. Attendees leave better placed to read where their own strategy sits against where capital is actually moving. The key question it looks to answer: whose thesis shifts first when capital reprices, the allocator's or the founder's?",投資論述正在從頭重建，而不只是邊緣微調。什麼算是可信的標的，正最快速地向 AI、能源轉型與高成長新興市場傾斜，逼得資產配置者與創業者重新檢視他們倚賴多年的假設。本場討論梳理取得資本的門檻正在如何打開、或依然緊閉——端看地理位置與產業別。與會者將更有能力判斷自身策略，相對於資本真正的流向處在什麼位置。它想回答的關鍵問題是：當資本重新定價時，誰的論述會先改變——配置者的，還是創業者的？,https://www.fintechfestival.sg/agenda?session=AGND346-the-evolution-of-the-investor-thesis-regional-perspectives-and-opening-up-access-to-capital
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 10:40 AM - 11:10 AM",Driving New Sources of Growth and Reinventing Operating Models,Festival Stage,"Hall 1, Singapore Expo",Premium,Capital Rewiring,,"Landing capital is one thing, actually reshaping the business to use it is another. Institutions chasing new sources of growth are finding that where capital lands matters less than whether the operating model underneath can absorb it. This founders panel tests whether operating-model change reflects a genuine growth strategy or defensive necessity dressed up as one. Attendees leave with a clearer set of questions to ask before backing any transformation plan pitched as growth. The key question it looks to answer: is reinventing the operating model actually a growth strategy, or a defensive one dressed up as growth?",拿到資本是一回事，真正重塑事業去運用它又是另一回事。追逐新成長來源的機構發現，資本落在哪裡，遠不如底下的營運模式能不能吸收它來得重要。這場創業者座談檢驗營運模式的改變，究竟反映的是真正的成長策略，還是包裝成成長的防禦性必要之舉。與會者將帶走一組更清楚的提問，在支持任何打著成長旗號的轉型計畫之前先問過一遍。它想回答的關鍵問題是：重塑營運模式真的是成長策略，還是披著成長外衣的防禦策略？,https://www.fintechfestival.sg/agenda?session=AGND347-driving-new-sources-of-growth-and-reinventing-operating-models
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 11:10 AM - 11:30 AM",The Policy Rewiring: Navigating a World Fortresses - Key Tensions Points and Areas for Harmonisation,Festival Stage,"Hall 1, Singapore Expo",Premium,Policy Rewiring,,"Technology moves globally, regulation still stops at the border. Regulators face a widening challenge, enabling innovation while safeguarding stability across jurisdictions never built to align. This keynote maps the sharpest tensions in AI, digital-asset, and open-finance regulation, and where harmonisation is realistic versus wishful. The key question it looks to answer: is regulatory fragmentation a temporary lag, or the new permanent shape of the system?",技術在全球流動，監理卻仍止步於國界。監理機關面對日益擴大的難題：在一套從未為彼此對齊而設計的跨司法管轄體系中，既要促成創新、又要守住穩定。這場主題演講盤點 AI、數位資產與開放金融監理上最尖銳的張力，以及哪些協調是務實可行的、哪些只是一廂情願。它想回答的關鍵問題是：監理分歧是暫時的落差，還是這個體系未來永久的樣貌？,https://www.fintechfestival.sg/agenda?session=AGND348-the-policy-rewiring-navigating-a-world-fortresses-key-tensions-points-and-areas-for-harmonisation
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 11:30 AM - 12:00 PM",The Great Coordination: Managing Regulatory Multiplicity,Festival Stage,"Hall 1, Singapore Expo",Premium,Policy Rewiring,,"Policy rewiring is about who moves fastest inside the gaps between rules. Regulatory strategy is now a competitive advantage, not just a compliance requirement, as sandboxes and new frameworks spread unevenly. This panel looks at how institutions manage that multiplicity, from cross-border cooperation to interoperable supervision. The key question it looks to answer: can regimes never designed to talk to each other coordinate fast enough to keep up with innovation?",政策重塑的重點在於：誰能在規則的縫隙之間動得最快。隨著沙盒與新框架不均勻地擴散，監理策略如今是一種競爭優勢，而不只是法遵要求。本場座談探討機構如何應對這種多重性，從跨境合作到可互通的監督機制。它想回答的關鍵問題是：一套從未被設計成能彼此對話的監理體制，協調的速度跟得上創新嗎？,https://www.fintechfestival.sg/agenda?session=AGND349-the-great-coordination-managing-regulatory-multiplicity
