day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
"Fri, 14 Nov","Fri, 14 Nov | 1:30 PM - 1:40 PM",Welcome to Founders Stage - Day 3: The Enterprise Buyers' Day,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Navin Suri; Sagari White,"The Enterprise Buyers Day: How Buying Behaviour of Financial Institutions is Changing in an AI-First World

Join us as we kick off the day's sessions on the Founders Stage, featuring insightful conversations, groundbreaking ideas, and inspiring voices shaping the next wave of entrepreneurship.","企業買家日：AI 優先世界中金融機構採購行為的轉變

歡迎加入 Founders 舞台今日場次的開幕，匯聚深刻的對話、突破性的觀點，以及塑造下一波創業浪潮的啟發聲音。",https://www.fintechfestival.sg/agenda/agnd76-welcome-to-founders-stage-day-3-the-enterprise-buyers-day
"Fri, 14 Nov","Fri, 14 Nov | 1:35 PM - 2:10 PM","Moving Beyond Pilots in Agentic AI: Pitfalls, Scaling and the Commercial Case",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Roadmap for AI and Quantum,Kelvin Li; Tomas Skoumal; Zhang Tao; Vincent Maladière; Marion Bernardi,"Financial institutions are increasingly experimenting with agentic AI, with pilots in algorithmic trading, credit risk assessment, and hyper-personalised services showing promise.
This session brings together leading voices from banks, fintechs, and technology providers, to share lessons from real-world implementations, and discuss strategies for scaling AI pilots, integrating AI within existing financial infrastructures, and managing operational and regulatory concerns.","金融機構正越來越積極地試驗 agentic AI，在演算法交易、信用風險評估及超個人化服務等領域的試點展現出令人期待的成果。
本場次匯聚來自銀行、金融科技公司及技術供應商的領袖人物，分享真實場景的實施經驗，並探討規模化 AI 試點、將 AI 整合至現有金融基礎設施，以及管理營運與監管挑戰的策略。",https://www.fintechfestival.sg/agenda/agnd233-moving-beyond-pilots-in-agentic-ai-pitfalls-scaling-and-the-commercial-case
"Fri, 14 Nov","Fri, 14 Nov | 1:35 PM - 2:20 PM",Singapore Sustainability Spotlight - Views from the Ground: Pacing Singapore's Sustainable Future,Impact Stage,"Hall 3, Singapore Expo",Open,Sustainability in Action,Benjamin Soh; Christina Lee; Yuit Ang; Lionel Wong,"Singapore’s recent extension of mandatory climate reporting and assurance timelines has sparked both relief and reflection. While it offers smaller listcos more time to prepare, it also casts a spotlight on the national net zero effort, and raises questions on how the wider business community should prioritise sustainability en route to the 2030 Singapore Green Plan milestone.

How should companies interpret the recent change in pace? Are national authorities deprioritising net zero in favour of focusing on more pressing economic concerns? Will businesses that embark on sustainability face increasingly diminishing returns? This session convenes senior leaders to discuss these latest developments and consider the longer-term direction for Singapore’s low carbon transition.","新加坡近期延長強制氣候報告與鑑證時程的決定，引發了業界的反思與討論。此舉固然為規模較小的上市公司爭取了更多準備時間，但也將國家淨零努力攤在聚光燈下，並引發外界對商業社群如何在邁向 2030 新加坡綠色計劃里程碑的路上優先推動永續發展的質疑。

企業應如何解讀這一步調的轉變？國家主管機關是否正將淨零議題的優先順序讓位給更迫切的經濟考量？致力於永續發展的企業是否將面臨越來越低的邊際報酬？本場次邀集資深領導者，共同討論最新發展，並展望新加坡低碳轉型的長期方向。",https://www.fintechfestival.sg/agenda/agnd363-singapore-sustainability-spotlight-views-from-the-ground-pacing-singapores-sustainable-future
"Fri, 14 Nov","Fri, 14 Nov | 1:40 PM - 1:55 PM","Fireside Chat with Globe Telecom CEO: In an AI-first world, what do major enterprise buyers want from startups now?",Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Carl Cruz; Navin Suri,"In this engaging Fireside Chat, Carl Cruz, President of Globe Telecom, shares his insights on the evolving landscape of enterprise buying in an AI-driven world. As corporations shift from traditional procurement to co-creating solutions with startups, Carl explores the key factors now driving this change. Drawing on his experience leading major enterprises across diverse sectors, he offers valuable lessons for startups seeking to navigate the complexities of partnering with large enterprises like Globe, and shares his vision for the future of enterprise buying in 2030.",在這場精彩的爐邊對話中，Globe Telecom 總裁 Carl Cruz 分享了他對 AI 驅動世界中企業採購生態演變的深刻見解。隨著企業從傳統採購模式轉向與新創公司共創解決方案，Carl 深入探討了推動這一轉變的關鍵因素。憑藉其在多元行業領頭企業的領導經驗，他為尋求與 Globe 等大型企業建立夥伴關係的新創公司提供了寶貴建議，並分享了他對 2030 年企業採購未來的願景。,https://www.fintechfestival.sg/agenda/agnd273-fireside-chat-with-globe-telecom-ceo-in-an-ai-first-world-what-do-major-enterprise-buyers-want-from-startups-now
"Fri, 14 Nov","Fri, 14 Nov | 1:40 PM - 1:45 PM",Welcome to Frontier Stage - Day 3,Frontier Stage,"Hall 6, Singapore Expo",Premium,Others,Richie Santosdiaz,"Join us as we kick off the day's sessions on the Frontier Stage, featuring insightful conversations, groundbreaking ideas, and inspiring voices shaping the future of FinTech.",歡迎加入 Frontier 舞台今日場次的開幕，匯聚深刻的對話、突破性的觀點，以及塑造 FinTech 未來的啟發聲音。,https://www.fintechfestival.sg/agenda/agnd304-welcome-to-frontier-stage-day-3
"Fri, 14 Nov","Fri, 14 Nov | 1:45 PM - 1:50 PM",Welcome to Catalyst Stage - Day 3,Catalyst Stage,"Hall 3, Singapore Expo",Open,Others,Anthony Howe,"Young people. Fresh talent. New ideas. The Catalyst Stage is a platform for emerging ideas and bold thinkers on the cusp of overturning orthodoxies and changing the face of finance. 
This will be a space where the next generation of talent and changemakers take the spotlight, sharing their ideas and solutions that will shape tomorrow. This is where cutting-edge ideas gain industry visibility, with the goal of being adopted and scaled.
Here, we will explore how technology, including AI, is transforming work, society, and humanity. Discussions will probe the impact of technology on work, human potential, and wellbeing, pushing boundaries and inviting audiences to see the future from new perspectives – not just from leaders or C-suites, but from new talent, managers, and the youth. 
Finally, it is also a stage of recognition. The stage celebrates the young talent making their mark and the influential female leaders shaping the industry, reinforcing that leadership, vision, and innovation are powered by people as much as by ideas. 
The Catalyst Stage is where the next wave of talent and ideas ready to shape the future will take the spotlight.","年輕世代。新鮮人才。嶄新思維。Catalyst 舞台是新興創意與大膽思想家的平台，這些人正站在顛覆傳統、改變金融面貌的前沿。
這裡是下一代人才與變革推動者展現自我的舞台，分享他們足以塑造明日的想法與解決方案。這是尖端創意獲得產業能見度的所在，目標是被採納並加以規模化推廣。
在這裡，我們將探討科技——包括 AI——如何改變工作、社會與人類。對話將深入探討科技對工作、人類潛能與福祉的影響，突破既有邊界，邀請觀眾以全新視角看待未來——不僅僅是來自領導者或高管的視角，更來自新進人才、基層主管與年輕世代。
此外，這也是一個表彰的舞台，專門彰顯嶄露頭角的年輕人才以及深刻影響產業的傑出女性領袖，強調領導力、願景與創新的驅動力，來自於人，一如來自於理念。
Catalyst 舞台，是下一波準備好塑造未來的人才與創意，最耀眼的登場之處。",https://www.fintechfestival.sg/agenda/agnd297-welcome-to-catalyst-stage-day-3
"Fri, 14 Nov","Fri, 14 Nov | 1:45 PM - 2:05 PM",Time to Act: Quantum Computing at an Inflection Point and Its Implications,Frontier Stage,"Hall 6, Singapore Expo",Premium,Securing the Future,Ray Harishankar,"Against a backdrop of rapid advancements in quantum computing, financial institutions are exploring how quantum algorithms are paving the way for new frontiers in risk modeling, optimisation, and encryption. At the same time, quantum presents a unique challenge to current cryptographic methods and addressing this appropriately is critical. 

For these institutions, quantum presents both new business opportunities as well as new risk considerations to bear in mind.

This session will dive into where the technology stands today and how you can leverage these advancements to differentiate your business while preparing to ensure your systems are quantum-safe.","在量子運算快速進展的背景下，金融機構正積極探索量子演算法如何在風險建模、最佳化與加密領域開拓新境界。與此同時，量子運算也對現有加密方法構成獨特挑戰，妥善應對至關重要。

對金融機構而言，量子運算既帶來新的商業機遇，也帶來需要審慎考量的新風險因素。

本場次將深入探討該技術的當前進展，以及如何善用這些突破來差異化您的業務，同時確保系統具備量子安全防護能力。",https://www.fintechfestival.sg/agenda/agnd509-time-to-act-quantum-computing-at-an-inflection-point-and-its-implications
"Fri, 14 Nov","Fri, 14 Nov | 1:50 PM - 2:05 PM","An Efficient, Equal and Entrepreneurial World Needs Fintech. Why?",Catalyst Stage,"Hall 3, Singapore Expo",Open,Empowering Entrepreneurship,Amlan Roy,"Fintech is the catalyst for a better world, spurring on growth, reducing inequality, creating solutions for healthcare, education, and ageing, and supporting a more sustainable world.

This keynote session by Dr. Amlan Roy will cover how fintech will be critical to unlocking a more efficient, equal, and entrepreneurial world, with an emphasis on the role of Big Data, AI, and ML in driving the next bound of change.","金融科技是推動更美好世界的催化劑，驅動成長、縮小不平等，為醫療、教育與高齡化議題創造解決方案，並支持更永續的世界發展。

本場 Dr. Amlan Roy 的主題演講將闡述金融科技如何成為解鎖更高效、更平等、更具創業精神世界的關鍵，著重探討大數據、AI 及 ML 在推動下一波變革中的核心角色。",https://www.fintechfestival.sg/agenda/agnd407-an-efficient-equal-and-entrepreneurial-world-needs-fintech-why
"Fri, 14 Nov","Fri, 14 Nov | 2:00 PM - 5:00 PM",Investor Hours: Startup meets Investor Reception,Side Programmes,Investors Lounge (Hall 2),Open,Others,,"Investor Hours is your chance to connect directly with the startup community. Founders, secure your pitch spot to showcase your startup to interested investors, gain valuable feedback and explore funding possibilities. Investors, engage with ambitious founders and discover potential investment opportunities. Join us for insightful discussions and meaningful connections that can shape the future of your ventures.",Investor Hours 是您直接與新創社群建立連結的絕佳機會。創辦人可搶先預約展示位，向有興趣的投資人展示您的新創事業，獲取寶貴反饋並探索融資可能性。投資人則可與充滿抱負的創辦人交流，發掘潛在投資機會。歡迎加入這場充滿洞見的對話與有意義的連結，共同塑造您的事業未來。,https://www.fintechfestival.sg/agenda/agnd537-investor-hours-startup-meets-investor-reception
"Fri, 14 Nov","Fri, 14 Nov | 2:00 PM - 2:10 PM",From being a Nuclear Physicist to a Portfolio Manager; From Financial Inclusion to Agentic Inclusion,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Yanan Wu,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載從未公開的洞見與啟發。傑出的新創公司創辦人走上「黃色圓圈」，敞開心扉分享他們的個人掙扎與挑戰，讓這些故事成為其他創業者學習、鼓舞與激勵的源泉。,https://www.fintechfestival.sg/agenda/agnd711-from-being-a-nuclear-physicist-to-a-portfolio-manager-from-financial-inclusion-to-agentic-inclusion
"Fri, 14 Nov","Fri, 14 Nov | 2:00 PM - 2:30 PM",Meet ALFIN - Your Intelligent Insights Engine for the Financial Industry,Side Programmes,GFTN Lounge (Hall 4),Open,Others,,"ALFIN is more than an AI intelligence engine, it's the central brain for financial intelligence. It’s the outcome of ten years of industry innovation, collective intelligence, and relentless refinement. Join us at this session to learn more about how ALFIN can help you turn ideas into intelligence.",ALFIN 不僅是一個 AI 智慧引擎，更是金融情報的核心大腦。它是十年行業創新、集體智慧與不懈精進的成果結晶。歡迎參加本場次，深入了解 ALFIN 如何協助您將想法轉化為情報洞見。,https://www.fintechfestival.sg/agenda/agnd733-meet-alfin-your-intelligent-insights-engine-for-the-financial-industry
"Fri, 14 Nov","Fri, 14 Nov | 2:00 PM - 4:30 PM",The FinTech Founder’s Playbook: Scaling Across Borders - Powered by Amazon,Side Programmes,Peridot 201,Open,Others,,"The curation of content and speakers was wholly managed by Amazon and does not reflect the views of the organisers or its staff.

Building across borders? Here’s your playbook.

For fintechs, scaling is no longer just about product and capital - it's also navigating a complex, ever-shifting maze of global regulations. Get it wrong, and it costs you growth. Get it right, and you have a competitive advantage.

This AWS-curated session skips the fluff. Hear from founders and operators who’ve done it - the hard way - and learn how a compliance-first mindset can give you an edge when scaling across markets.

Presented By:

Moderated By: Venkatesh Naidu, External Engagement Lead, APAC Public Policy, Amazon Web Services","本場次的內容規劃與講者遴選全程由 Amazon 主導，不代表主辦單位或其員工的立場。

正在跨境擴張？這是您的作戰手冊。

對金融科技公司而言，規模化不再只關乎產品與資本——還需要穿越錯綜複雜、瞬息萬變的全球法規迷宮。走錯一步，成長代價高昂；走對一步，合規即成為競爭優勢。

本場 AWS 精選場次直指核心。聆聽親身實踐的創辦人與營運者分享他們——以艱辛方式學到的——經驗，了解以合規優先的思維如何在跨市場擴張時為您帶來競爭優勢。

主辦單位：

主持人：Venkatesh Naidu，Amazon Web Services 亞太區公共政策對外事務負責人",https://www.fintechfestival.sg/agenda/agnd519-the-fintech-founders-playbook-scaling-across-borders-powered-by-amazon
"Fri, 14 Nov","Fri, 14 Nov | 2:05 PM - 2:35 PM","SFA Presents: 10 Years, 10 Voices - Shaping the Future of Fintech",Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent of Tomorrow,Adeline Kim; Amanda Ong; Caecilia Chu; Charis Liau; Rachel Freeman; Rosaline Chow Koo; Samantha Horton; Sharon Lourdes Paul; Shi Mei Chin; Huey Lin; Vanessa Chin,"To honour the women whose leadership and vision have driven the growth of Singapore’s FinTech ecosystem over the past decade, the Women in FinTech (WIF) Subcommittee at the Singapore FinTech Association (SFA) proudly launches _10 Years, 10 Voices: Shaping the Future of FinTech_ - a first-of-its-kind initiative celebrating 10 outstanding women who have made a lasting impact on Singapore’s fintech ecosystem.

These honourees represent the diversity and dynamism of the industry - founders, leaders, investors, policy shapers, and ecosystem builders - women whose influence extends beyond professional success to the inspiration, mentorship, and opportunities they have created for others.

Selected honourees will:

This campaign is more than a recognition of achievements - it is a celebration of resilience, innovation, and inclusive leadership that will continue to shape the future of fintech in Singapore and beyond.","為表彰過去十年來以領導力與遠見推動新加坡 FinTech 生態系成長的女性，新加坡金融科技協會（SFA）旗下的「女性金融科技（WIF）」小組委員會自豪地推出 _10 Years, 10 Voices: Shaping the Future of FinTech_——這是首創性的計劃，表彰 10 位對新加坡金融科技生態系留下深遠影響的傑出女性。

這些受表彰者代表業界的多元性與活力——涵蓋創辦人、領袖、投資人、政策推動者與生態系建構者——她們的影響力超越個人的職業成就，延伸至她們為他人所創造的啟發、導師資源與發展機會。

入選者將：

這項計劃不只是對成就的肯定——它是對韌性、創新與包容性領導力的禮讚，這股力量將持續塑造新加坡及全球金融科技的未來。",https://www.fintechfestival.sg/agenda/agnd188-sfa-presents-10-years-10-voices-shaping-the-future-of-fintech
"Fri, 14 Nov","Fri, 14 Nov | 2:05 PM - 2:25 PM",Layer 1 Summit Closing Session: Key Announcements and Summit Takeaways,Frontier Stage,"Hall 6, Singapore Expo",Premium,Blueprint for Digital Assets,Alan Lim,"The closing session for the Layer 1 Summit will feature a curated review of the significant announcements and collaborative initiatives that emerged through the summit. We'll distill the key takeaways and conclude with a forward-looking perspective on how these announcements and insights translate into concrete next steps for the community, ensuring the momentum generated at this summit continues long after we depart.",Layer 1 Summit 閉幕場次將精選回顧峰會期間浮現的重要公告與合作倡議。我們將提煉關鍵洞見，並以前瞻性視角作結，探討這些公告與見解如何轉化為社群的具體下一步行動，確保本次峰會所凝聚的動能在會後持續延伸。,https://www.fintechfestival.sg/agenda/agnd145-layer-1-summit-closing-session-key-announcements-and-summit-takeaways
"Fri, 14 Nov","Fri, 14 Nov | 2:10 PM - 2:40 PM","Smaller Models, Embodied Applications, and Novel Approaches: Preparing for the Next Wave of AI Innovation",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Roadmap for AI and Quantum,Ahmed Mazhari; Ayesha Khanna; Wong Chi Heem; Madhuvarshitt Yerramilli Subramanya,"The era of agentic AI is just the beginning. The next wave of AI innovations promises to redefine how financial services are designed, delivered, and scaled. These include small language models, which promise greater reliability for financial services; swarm AI that leverages collective intelligence, embodied AI in physical financial devices, and the looming spectre of AGI.

This session brings together leading voices from fintech and technology, to explore the long-term opportunities and challenges of next-generation AI in financial services. Panelists will discuss how these innovations can drive smarter, faster, and more resilient systems, the role AI will play in complex financial environments, and what ethical, regulatory, and operational considerations must be addressed in a post-agentic era.","Agentic AI 的時代只是個開端。下一波 AI 創新浪潮有望重新定義金融服務的設計、交付與規模化方式。這些創新包括：為金融服務提供更高可靠性的小型語言模型、運用集體智慧的群集 AI、應用於實體金融設備的具身 AI，以及逼近視野的 AGI 議題。

本場次匯聚金融科技與科技領域的頂尖聲音，探討次世代 AI 在金融服務領域的長期機遇與挑戰。座談嘉賓將討論這些創新如何打造更智慧、更快速、更具韌性的系統，AI 在複雜金融環境中的角色定位，以及在後 agentic 時代必須應對的倫理、監管與營運考量。",https://www.fintechfestival.sg/agenda/agnd139-smaller-models-embodied-applications-and-novel-approaches-preparing-for-the-next-wave-of-ai-innovation
"Fri, 14 Nov","Fri, 14 Nov | 2:10 PM - 2:20 PM",How Becoming An Underdog Become My Superpower,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Vincent Iswara,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載從未公開的洞見與啟發。傑出的新創公司創辦人走上「黃色圓圈」，敞開心扉分享他們的個人掙扎與挑戰，讓這些故事成為其他創業者學習、鼓舞與激勵的源泉。,https://www.fintechfestival.sg/agenda/agnd281-how-becoming-an-underdog-become-my-superpower
"Fri, 14 Nov","Fri, 14 Nov | 2:20 PM - 3:05 PM",Singapore Sustainability Spotlight - More 'Green Bees': How Singapore’s Queen Bees are Stepping Up to Mobilise SME Value Chains,Impact Stage,"Hall 3, Singapore Expo",Open,Sustainability in Action,Benjamin Wee; Esther An; Lim Tuang Liang; Sammie Leung,"SMEs are the backbone of the economy and essential to driving meaningful decarbonisation across industries and value chains. Yet many SMEs remain on the sustainability sidelines and struggle to see the benefits of going green amidst other competing business and operational priorities.

Larger organisations are uniquely positioned to change this narrative by virtue of their business influence and buying power. These ‘Queen Bees’ can play pivotal roles in connecting SME partners and suppliers to green solutions, incentivising green behaviours through procurements and supply chain access, and uplifting SMEs by partnering the public and private sectors to drive collective recognition of good performers.

This session brings together leading Queen Bees to share their initiatives to generate ecosystem-wide impacts, and insights from walking the sustainability journey with SMEs.","SME 是經濟的支柱，對推動各產業與價值鏈的實質去碳化不可或缺。然而，許多 SME 仍遊走於永續發展的邊緣，在面對其他商業與營運優先事項的競爭壓力下，難以看見走向綠色轉型的實際效益。

大型企業憑藉其商業影響力與採購力，擁有改變此一局面的獨特優勢。這些「女王蜂」企業可以扮演關鍵角色：協助中小型供應商與合作夥伴接軌綠色解決方案、透過採購與供應鏈准入激勵綠色行為，並攜手公私部門共同推動對績優企業的集體肯定。

本場次匯集業界領先的「女王蜂」企業，分享各自推動生態系整體影響力的舉措，以及與 SME 共同踐行永續旅程的寶貴洞見。",https://www.fintechfestival.sg/agenda/agnd545-singapore-sustainability-spotlight-more-green-bees-how-singapores-queen-bees-are-stepping-up-to-mobilise-sme-value-chains
"Fri, 14 Nov","Fri, 14 Nov | 2:25 PM - 3:00 PM",Payments 2035: Reimagining the Value Chain,Frontier Stage,"Hall 6, Singapore Expo",Premium,Next-Gen Transactions,Axel Boye-Moller; Jeremy Tan; Jim McCarthy; Oscar Enrico; Jeannie Lim,"The global payments stack is being rapidly redefined by blockchain-based settlement, embedded finance, digital wallets, and real-time rails. From e-commerce giants to global banks, big tech platforms, and fintechs, both traditional and emerging players are redefining how money can move across borders, platforms, and experiences. In 10 years, what will payments look like at every step of the value chain, from initiation to settlement?

This panel session will explore how emerging technologies are reshaping, and will continue to reshape, the payments value chain, where the opportunities for monetization will lie in the future of payments, what a favourable policy environment will look like, and what an inclusive payments ecosystem will look like in the coming decade.","全球支付架構正被區塊鏈結算、嵌入式金融、數位錢包與即時支付軌道迅速重塑。從電商巨頭到全球性銀行、大型科技平台與金融科技公司，傳統與新興業者都在重新定義資金跨境流動、跨平台流通與使用體驗的方式。展望十年後，從發起到結算的每一個支付環節將呈現何種面貌？

本場小組討論將探討新興技術如何重塑——並將持續重塑——支付價值鏈，未來的支付生態中商業化機會將落在何處，什麼樣的政策環境最有利於發展，以及未來十年一個具包容性的支付生態系統將呈現何種風貌。",https://www.fintechfestival.sg/agenda/agnd203-payments-2035-reimagining-the-value-chain
"Fri, 14 Nov","Fri, 14 Nov | 2:30 PM - 3:00 PM",FinMonda demo,Side Programmes,GFTN Lounge (Hall 4),Open,Others,,"Witness the start of the new digital GFTN Solution: FinMonda. From market intelligence, strategy creation and collaboration, GFTN now provides a unique digital solution for the network",親眼見證 GFTN 全新數位解決方案 FinMonda 的誕生。涵蓋市場情報、策略制定與協作功能，GFTN 現為其網絡提供一套獨特的數位化解決方案。,https://www.fintechfestival.sg/agenda/agnd734-finmonda-demo
"Fri, 14 Nov","Fri, 14 Nov | 2:35 PM - 3:10 PM",Silent Crisis: Prioritising Organisational Wellbeing in the Age of Machines,Catalyst Stage,"Hall 3, Singapore Expo",Open,Others,Anthea Ong; Ong Lue Ping; Reiko Mori; Sha-En Yeo; Cho Ming Xiu,"In an era defined by digital acceleration, the very technologies designed to empower us are also quietly eroding our mental well-being. With the rise of remote work, AI productivity tools, and 24/7 connectivity, the boundaries between work and life have all but disappeared. Many workers now find themselves overwhelmed, isolated, and constantly ""on”, with little room to rest, disconnect, or recover.

Although wellness initiatives have gained traction, many still frame wellbeing as an individual issue rather than a structural one. Research from The University of Oxford's Wellbeing Research Centre had found that individual-level wellbeing interventions, while popular, deliver little benefits and may even cause harm.

Increasingly, evidence points towards organisation-wide approaches as the more effective path forward. Singapore-registered IPC, WorkWell Leaders, for example, found that organisational wellbeing is the single most important driver of organisational performance, out of more than 200 factors studied.

This panel brings together experts to explore how companies can rethink culture, strengthen organisational well-being and unlock sustainable performance.","在數位化加速發展的時代，那些原本設計來賦能我們的技術，卻也正悄悄侵蝕著我們的心理健康。隨著遠端工作、AI 生產力工具與全天候網路連結的普及，工作與生活之間的界線幾乎已蕩然無存。許多工作者如今深感不堪重負、孤立無援，幾乎隨時處於「待機」狀態，幾乎沒有喘息、脫離與恢復的空間。

儘管職場健康促進計畫日益受到重視，許多計畫仍將身心健康視為個人問題，而非結構性問題。牛津大學身心健康研究中心的研究發現，個人層面的健康干預措施雖然廣受歡迎，但實際效益甚微，甚至可能造成反效果。

越來越多的證據指向組織層面的整體介入方式，才是更有效的前進路徑。例如，在新加坡登記的公益機構 WorkWell Leaders 發現，在逾 200 個研究因素中，組織健康是驅動組織績效的單一最重要因素。

本場小組討論匯集各方專家，共同探討企業如何重新思考組織文化、強化整體健康，並釋放永續績效的潛力。",https://www.fintechfestival.sg/agenda/agnd126-silent-crisis-prioritising-organisational-wellbeing-in-the-age-of-machines
"Fri, 14 Nov","Fri, 14 Nov | 2:40 PM - 2:50 PM",The Rise of a Borderless Generation,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Joe Kinvi,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載未曾公開的洞見與啟發。傑出新創創辦人走上「黃圈」，坦然分享他們的個人挫折與挑戰，讓這些故事成為其他創業者學習、鼓勵與汲取靈感的來源。,https://www.fintechfestival.sg/agenda/agnd271-the-rise-of-a-borderless-generation
"Fri, 14 Nov","Fri, 14 Nov | 2:40 PM - 3:15 PM",Intelligent Infrastructure: Rewiring the Foundations of Banking for AI Readiness,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Roadmap for AI and Quantum,Paddy (Padmanabh) Padiyar; Srivatsan Tirumalai; Vinay Sathyanarayan; Francesca Aliverti,"AI is no longer just powering chatbots or credit scoring, but also fast becoming the new operating system of modern banking. However, realizing the potential of AI-ready infrastructure demands robust data foundations, new engineering cultures, and strong governance frameworks.

In this dialogue, leaders from banking and fintech infrastructure will discuss how AI can reshape the very architecture of financial institutions, what it takes to move from experimentation to systemic transformation, and what AI-native banking could look like in the decade ahead.","AI 已不再只是驅動聊天機器人或信用評分的工具，而是迅速成為現代銀行業的新作業系統。然而，要實現 AI 就緒基礎設施的潛力，需要穩健的資料基礎、全新的工程文化，以及完善的治理框架。

在本場對話中，來自銀行業與金融科技基礎設施領域的領導者將探討 AI 如何重塑金融機構的核心架構，從實驗走向系統性轉型需要具備哪些條件，以及 AI 原生銀行業在未來十年可能呈現的樣貌。",https://www.fintechfestival.sg/agenda/agnd328-intelligent-infrastructure-rewiring-the-foundations-of-banking-for-ai-readiness
"Fri, 14 Nov","Fri, 14 Nov | 3:00 PM - 3:10 PM",Safe Doesn't Fly,Founders Stage,"Hall 2, Singapore Expo",Premium,Empowering Entrepreneurship,Anna Joo Fee,"Incredible Hand-Picked Founder Stories Packed With Untold Insights and Inspiration. Exceptional start-up founders take the ""yellow circle"" to open up about their personal struggles and challenges, so that these stories may be a source of learning, encouragement, and inspiration for other entrepreneurs.",精心挑選的創辦人故事，滿載未曾公開的洞見與啟發。傑出新創創辦人走上「黃圈」，坦然分享他們的個人挫折與挑戰，讓這些故事成為其他創業者學習、鼓勵與汲取靈感的來源。,https://www.fintechfestival.sg/agenda/agnd283-safe-doesnt-fly
"Fri, 14 Nov","Fri, 14 Nov | 3:00 PM - 3:35 PM",From Cash to Capital: Unlocking SME Inclusion and Growth Through Innovation,Frontier Stage,"Hall 6, Singapore Expo",Premium,Bridging the Financial Gap,Amit Malhotra; Au Chong Wei; Helena Forest; Milind Sanghavi; Aparna Jhajharia,"Payments and financial innovation is transforming small business growth, but the real challenge lies in turning breakthrough technologies into measurable solutions for SMEs facing high cross-border fees, delayed payment cycles, inadequate risk protection, and limited access to formal banking.

This session brings together leaders from payment innovators, insurers, traditional banks, and technology platforms to explore what works, what doesn't, and why. Panelists will discuss how to deploy stablecoins, embedded finance, and digital protection solutions through interoperable payment infrastructure to deliver tangible cost savings, instant settlements, and greater resilience for SMEs while creating sustainable business models that can scale across emerging markets.","支付與金融創新正在改變小型企業的成長軌跡，但真正的挑戰在於如何將突破性技術轉化為能解決 SME 實際問題的可量化方案——包括高昂的跨境費用、延遲的付款週期、不足的風險保障，以及有限的正規銀行管道。

本場次匯集來自支付創新業者、保險公司、傳統銀行與科技平台的領導者，共同探討哪些方法行之有效、哪些尚有不足，以及背後的原因。與談者將討論如何透過可互通的支付基礎設施，部署穩定幣、嵌入式金融與數位保障解決方案，為 SME 帶來實質的成本節省、即時結算與更強的韌性，同時打造可在新興市場規模化的永續商業模式。",https://www.fintechfestival.sg/agenda/agnd144-from-cash-to-capital-unlocking-sme-inclusion-and-growth-through-innovation
"Fri, 14 Nov","Fri, 14 Nov | 3:00 PM - 3:30 PM",Meet ALFIN - Your Intelligent Insights Engine for the Financial Industry,Side Programmes,GFTN Lounge (Hall 4),Open,Others,,"ALFIN is more than an AI intelligence engine, it's the central brain for financial intelligence. It’s the outcome of ten years of industry innovation, collective intelligence, and relentless refinement. Join us at this session to learn more about how ALFIN can help you turn ideas into intelligence.",ALFIN 不僅是一個 AI 智能引擎，更是金融智能的核心大腦。它是十年產業創新、集體智慧與不懈精進的成果結晶。歡迎蒞臨本場次，深入了解 ALFIN 如何協助您將想法轉化為智能洞見。,https://www.fintechfestival.sg/agenda/agnd735-meet-alfin-your-intelligent-insights-engine-for-the-financial-industry
